"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Star Trek: Generations ","Action|Adventure|Mystery|Sci-Fi|Thriller","David Carson","LeVar Burton","Alan Ruck","Jonathan Frakes","Color","23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice","English",1994,6.6
"White Squall ","Adventure|Drama","Ridley Scott","Jeff Bridges","Jason Marsden","Ethan Embry","Color","acrophobia|jamaica|male bonding|prostitute|tragedy","English",1996,6.6
"Austin Powers: The Spy Who Shagged Me ","Action|Adventure|Comedy|Crime","Jay Roach","Muse Watson","Verne Troyer","Robert Wagner","Color","penis joke|phallic image|sexy agent|spy|volcano hideout","English",1999,6.6
"Friends with Benefits ","Comedy|Romance","Will Gluck","Mila Kunis","Justin Timberlake","Masi Oka","Color","blow job|female rear nudity|girl in panties|male objectification|no panties","English",2011,6.6
"Underworld: Rise of the Lycans ","Action|Adventure|Fantasy|Sci-Fi|Thriller","Patrick Tatopoulos","Craig Parker","Kevin Grevioux","Steven Mackintosh","Color","battle|slave|vampire|warrior|werewolf","English",2009,6.6
"J. Edgar ","Biography|Crime|Drama","Clint Eastwood","Leonardo DiCaprio","Naomi Watts","Kaitlyn Dever","Color","agent|fbi|federal bureau of investigation|gay relationship|secret","English",2011,6.6
"Blast from the Past ","Comedy|Drama|Romance|Sci-Fi","Hugh Wilson","Brendan Fraser","Sissy Spacek","Douglas Smith","Color","1960s|bomb shelter|cuban missile crisis|food|naive man","English",1999,6.6
"Midnight in the Garden of Good and Evil ","Crime|Drama|Mystery|Thriller","Clint Eastwood","Kevin Spacey","Bob Gunton","Leon Rippy","Color","graveyard|murder|murder trial|reporter|trial","English",1997,6.6
"Hoffa ","Biography|Crime|Drama","Danny DeVito","Frank Whaley","J.T. Walsh","Paul Guilfoyle","Color","labor|labor union|leader|mafia|union","English",1992,6.6
"The Prince of Tides ","Drama|Romance","Barbra Streisand","George Carlin","Blythe Danner","Melinda Dillon","Color","new york|psychiatrist|shrimper|south carolina|twins","English",1991,6.6
"Black Rain ","Action|Crime|Thriller","Ridley Scott","Stephen Root","Ken Takakura","Kate Capshaw","Color","counterfeit|detective|japan|police chase|yakuza","English",1989,6.6
"Drag Me to Hell ","Horror|Thriller","Sam Raimi","Bojana Novakovic","Alison Lohman","Reggie Lee","Color","evil|fight|hell|psychic|psychologist","English",2009,6.6
"30 Days of Night ","Horror","David Slade","Danny Huston","Mark Rendall","Megan Franich","Color","alaska|small town|snow|vampire|winter","English",2007,6.6
"The Running Man ","Action|Crime|Sci-Fi|Thriller","Paul Michael Glaser","Yaphet Kotto","Maria Conchita Alonso","Richard Dawson","Color","game of death|government conspiracy|latina|oppression|police","English",1987,6.6
"The Good Thief ","Action|Crime|Drama|Romance|Thriller","Neil Jordan","Emir Kusturica","Saïd Taghmaoui","Tchéky Karyo","Color","casino|french riviera|gambler|heist|partner","English",2002,6.6
"Last Vegas ","Comedy|Romance","Jon Turteltaub","Robert De Niro","Morgan Freeman","Romany Malco","Color","bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas","English",2013,6.6
"Zoolander ","Comedy","Ben Stiller","Milla Jovovich","Alexander Skarsgård","Will Ferrell","Color","fashion|malaysia|male model|reporter|rival","English",2001,6.6
"Kick-Ass 2 ","Action|Comedy|Crime","Jeff Wadlow","Chloë Grace Moretz","Donald Faison","Augustus Prew","Color","hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero","English",2013,6.6
"Octopussy ","Action|Adventure|Thriller","John Glen","Louis Jourdan","Kabir Bedi","Steven Berkoff","Color","agent|egg|faberge egg|general|russian","English",1983,6.6
"Kiss the Girls ","Crime|Drama|Mystery|Thriller","Gary Fleder","Morgan Freeman","Tony Goldwyn","Tatyana Ali","Color","detective|kidnapping|punching a heavy bag|serial killer|tied to a tree","English",1997,6.6
"The Magic Flute ","Drama|Musical|Romance","Kenneth Branagh","Kim-Marie Woodhouse","Amy Carson","Joseph Kaiser","Color","based on opera|evil|mozart|queen|walking wounded","English",2006,6.6
"Flatliners ","Drama|Horror|Sci-Fi|Thriller","Joel Schumacher","Julia Roberts","Oliver Platt","Hope Davis","Color","childhood trauma|death|medical student|memory|near death experience","English",1990,6.6
"Nanny McPhee ","Comedy|Family|Fantasy","Kirk Jones","Colin Firth","Kelly Macdonald","Imelda Staunton","Color","father|governess|magic|nanny|widower","English",2005,6.6
"The Sisterhood of the Traveling Pants ","Comedy|Drama|Family|Romance","Ken Kwapis","Mike Vogel","America Ferrera","Kyle Schmid","Color","friendship|jeans|pants|summer|vacation","English",2005,6.6
"Kiss of the Dragon ","Action|Crime|Drama|Thriller","Chris Nahon","Jet Li","Bridget Fonda","Max Ryan","Color","action hero|chinese|forced prostitution|one man army|title spoken by character","English",2001,6.6
"A Lot Like Love ","Comedy|Drama|Romance","Nigel Cole","Aimee Garcia","Tyrone Giordano","James Read","Color","flight|hasselblad camera|los angeles california|love|medium format camera","English",2005,6.6
"EuroTrip ","Comedy","Jeff Schaffer","Matt Damon","Scott Mechlowicz","Jacob Pitts","Color","female frontal nudity|male frontal nudity|nudist|nudity|public nudity","English",2004,6.6
"Blindness ","Drama|Mystery|Sci-Fi|Thriller","Fernando Meirelles","Don McKellar","Joe Pingue","Yûsuke Iseya","Color","blindness|epidemic|hospital|pubic hair|quarantine","English",2008,6.6
"Zack and Miri Make a Porno ","Comedy|Romance","Kevin Smith","Gerry Bednob","Jeff Anderson","Jennifer Schwalbach Smith","Color","actor|friend|male frontal nudity|male full frontal nudity|penis","English",2008,6.6
"Joy Ride ","Mystery|Thriller","John Dahl","Paul Walker","Jessica Bowman","Dell Yount","Color","embarrassing male nudity|embarrassing nudity|male nudity|truck|truck driver","English",2001,6.6
"Derailed ","Drama|Thriller","Mikael Håfström","Denis O'Hare","RZA","Xzibit","Color","drink|hotel|police|staged rape|thief","English",2005,6.6
"Summer of Sam ","Crime|Drama|Romance|Thriller","Spike Lee","Mira Sorvino","Jennifer Esposito","Mike Starr","Color","distrust|fear|murder|neighborhood|new york city","English",1999,6.6
"Never Back Down ","Action|Drama|Sport","Jeff Wadlow","Djimon Hounsou","Neil Brown Jr.","Leslie Hope","Color","club|fight|fighting|high school|mixed martial arts","English",2008,6.6
"Home Alone 2: Lost in New York ","Adventure|Comedy|Family","Chris Columbus","Macaulay Culkin","Kieran Culkin","Devin Ratray","Color","airport|christmas|florida|new york city|toy store","English",1992,6.6
"This Is Where I Leave You ","Comedy|Drama","Shawn Levy","Tina Fey","Abigail Spencer","Jane Fonda","Color","brother sister relationship|childhood home|man child|sibling|vomiting","English",2014,6.6
"Copycat ","Crime|Drama|Mystery|Thriller","Jon Amiel","William McNamara","Holly Hunter","Harry Connick Jr.","Color","agoraphobia|copycat murder|detective|psychologist|serial killer","English",1995,6.6
"Home for the Holidays ","Comedy|Drama|Romance","Jodie Foster","Robert Downey Jr.","Holly Hunter","Steve Guttenberg","Color","dinner|gay interest|gay sibling|homosexual|thanksgiving","English",1995,6.6
"The Greatest Story Ever Told ","Biography|Drama|History","George Stevens","Martin Landau","Carroll Baker","José Ferrer","Color","70mm film|biblical epic|faith|jewish|king herod","English",1965,6.6
"The Man Who Knew Too Little ","Action|Comedy|Crime|Thriller","Jon Amiel","Bill Murray","Peter Gallagher","Joanne Whalley","Color","assassin|bomb|dominatrix|mistaken identity|spy","English",1997,6.6
"The Weather Man ","Comedy|Drama","Gore Verbinski","Nicolas Cage","Hope Davis","Michael Rispoli","Color","corndog|failure|funeral in the rain|new york city|weatherman","English",2005,6.6
"Burnt ","Comedy|Drama","John Wells","Bradley Cooper","Omar Sy","Riccardo Scamarcio","Color","chef|gay kiss|michelin star|restaurant|violent behavior","English",2015,6.6
"Gone, Baby, Gone             ","Comedy|Drama|Reality-TV|Romance","","Nicole 'Snooki' Polizzi","Jenni 'Jwoww' Farley","Paul 'Pauly D' DelVecchio","Color","lifestyle","English",NA,6.6
"Star Trek III: The Search for Spock ","Action|Adventure|Sci-Fi","Leonard Nimoy","Leonard Nimoy","Nichelle Nichols","Walter Koenig","Color","dying planet|planet|regaining one's memory|sacrifice|stabbed to death","English",1984,6.6
"Diary of a Wimpy Kid: Rodrick Rules ","Comedy|Family","David Bowers","Zachary Gordon","Rachael Harris","Fran Kranz","Color","brother|middle school|no opening credits|photograph|school","English",2011,6.6
"Escobar: Paradise Lost ","Crime|Drama|Romance|Thriller","Andrea Di Stefano","Josh Hutcherson","Brady Corbet","Carlos Bardem","Color","colombia|dream|love|surfer|village","English",2014,6.6
"Dragon Hunters ","Adventure|Animation|Family|Fantasy","Guillaume Ivernel","Rob Paulsen","Jess Harnell","Mary Mouser","Color","cgi film|computer animation|dragon|hunter","French",2008,6.6
"The Messengers             ","Drama|Fantasy|Mystery|Thriller","","Joel Courtney","Jessika Van","Riley Smith","Color","","English",NA,6.6
"Arn: The Knight Templar ","Action|Adventure|Drama|Romance|War","Peter Flinth","Gustaf Skarsgård","Michael Nyqvist","Vincent Perez","Color","first part|holy land|knight templar|monastery|sword and shield","Swedish",2007,6.6
"Hollywood Ending ","Comedy|Romance","Woody Allen","Woody Allen","Debra Messing","Treat Williams","Color","blind|director|psychosomatic blindness|self deprecating|studio","English",2002,6.6
"The Immigrant ","Drama|Romance","James Gray","Jeremy Renner","Dagmara Dominczyk","Angela Sarafyan","Color","immigrant|immigration|magician|money|prostitution","English",2013,6.6
"The Homesman ","Drama|Western","Tommy Lee Jones","Barry Corbin","Tim Blake Nelson","Miranda Otto","Color","abusive marriage|pastor|prison wagon|roast pig|suicide by hanging","English",2014,6.6
"Ararat ","Drama|War","Atom Egoyan","David Alpay","Marie-Josée Croze","Charles Aznavour","Color","armenian|armenian genocide|customs agent|genocide|prayer","English",2002,6.6
"Wasabi ","Action|Comedy|Crime|Drama|Thriller","Gérard Krawczyk","Carole Bouquet","Ryôko Hirosue","Michel Muller","Color","french|inheritance|japan|letter|police detective hero","French",2001,6.6
"Bad Grandpa ","Comedy","Jeff Tremaine","Jackson Nicoll","Georgina Cates","Grasie Mercedes","Color","child beauty pageant|grandson|hidden camera|jackass|road trip","English",2013,6.6
"The Last House on the Left ","Crime|Horror|Thriller","Dennis Iliadis","Tony Goldwyn","Monica Potter","Martha MacIsaac","Color","kidnapping|lake|microwave oven|psychopath|woods","English",2009,6.6
"De-Lovely ","Biography|Drama|Music|Musical","Irwin Winkler","Kevin McNally","Keith Allen","Sandra Nelson"," Black and White","cole porter|composer|love|party|tears","English",2004,6.6
"Dark Blue ","Crime|Drama|Romance|Thriller","Ron Shelton","Khandi Alexander","Dash Mihok","Michael Michele","Color","corrupt|criminal|investigation|lapd|police","English",2002,6.6
"Promised Land ","Drama","Gus Van Sant","Matt Damon","Hal Holbrook","Terry Kinney","Color","corporate greed|corporation|natural gas|salesman|small town","English",2012,6.6
"Pandaemonium ","Biography|Drama","Julien Temple","Samantha Morton","Dexter Fletcher","Linus Roache","Color","betrayal|french revolution|friendship|poet|revolution","English",2000,6.6
"Ghost Hunters             ","Documentary","","Amy Bruni","Steve Gonsalves","Jason Hawes","Color","ghost|paranormal|paranormal research|shaky cam","English",NA,6.6
"Jonah: A VeggieTales Movie ","Adventure|Animation|Comedy|Drama|Family|Musical","Mike Nawrocki","Phil Vischer","Mike Nawrocki","Shelby Vischer","Color","anthropomorphism|pirate|pirate ship|tomato|whale","English",2002,6.6
"A Walk on the Moon ","Drama","Tony Goldwyn","Viggo Mortensen","Julie Kavner","Tovah Feldshuh","Color","adulterous wife|cheating wife|summer|unfaithfulness|woodstock","English",1999,6.6
"Attack the Block ","Action|Comedy|Sci-Fi|Thriller","Joe Cornish","John Boyega","Luke Treadaway","Jodie Whittaker","Color","alien|alien invasion|apartment|creature|gang","English",2011,6.6
"I Love You Phillip Morris ","Biography|Comedy|Crime|Drama|Romance","Glenn Ficarra","Dameon Clarke","Louis Herthum","Annie Golden","Color","character name in title|con artist|fraud|gay|prison break","English",2009,6.6
"The Funeral ","Crime|Drama","Abel Ferrara","Isabella Rossellini","Vincent Gallo","Gretchen Mol","Color","1930s|madness|murder|new york city|violence","English",1996,6.6
"Think Like a Man ","Comedy|Romance","Tim Story","Chris Brown","Romany Malco","Regina Hall","Color","advice|black romance|hip hop|reading a book|sex scene","English",2012,6.6
"Harold & Kumar Escape from Guantanamo Bay ","Adventure|Comedy","Jon Hurwitz","Danneel Ackles","Eric Winter","Beverly D'Angelo","Color","bong|escape|ex girlfriend|guantanamo bay|texas","English",2008,6.6
"Yentl ","Drama|Musical|Romance","Barbra Streisand","Miriam Margolyes","Amy Irving","Steven Hill","Color","love|study|talmud|wedding|yeshiva","English",1983,6.6
"Living Out Loud ","Comedy|Drama|Romance","Richard LaGravenese","Holly Hunter","Eddie Cibrian","Jenette Goldstein","Color","brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip","English",1998,6.6
"The Postman Always Rings Twice ","Crime|Drama|Romance|Thriller","Bob Rafelson","Anjelica Huston","Michael Lerner","John Colicos","Color","adultery|drifter|lunch wagon|murder|neo noir","English",1981,6.6
"Arbitrage ","Drama|Thriller","Nicholas Jarecki","Nate Parker","Curtiss Cook","Reg E. Cathey","Color","accidental death|dead woman|dead woman with eyes open|death of mistress|manager","English",2012,6.6
"Pet Sematary ","Fantasy|Horror","Mary Lambert","Miko Hughes","Fred Gwynne","Denise Crosby","Color","cat|cemetery|maine|secret|woods","English",1989,6.6
"For Greater Glory: The True Story of Cristiada ","Drama|History|War","Dean Wright","Santiago Cabrera","Eduardo Verástegui","Catalina Sandino Moreno","Color","catholic|hanging|mexico|rebellion|soldier","Spanish",2012,6.6
"The Second Best Exotic Marigold Hotel ","Comedy|Drama","John Madden","Tina Desai","Celia Imrie","Ronald Pickup","Color","sequel","English",2015,6.6
"Run, Fatboy, Run ","Comedy|Romance|Sport","David Schwimmer","Dylan Moran","Iddo Goldberg","India de Beaufort","Color","blister|gym|marathon|training|wedding","English",2007,6.6
"Black or White ","Drama","Mike Binder","Jennifer Ehle","Gillian Jacobs","Jillian Estell","Color","color in title","English",2014,6.6
"Romeo Is Bleeding ","Action|Crime|Drama|Thriller","Peter Medak","Gary Oldman","Michael Wincott","Lena Olin","Color","detective|police|protection|russian|sergeant","English",1993,6.6
"The Swindle ","Comedy|Crime|Thriller","Claude Chabrol","Isabelle Huppert","François Cluzet","Michel Serrault","Color","con|con artist|money|scam|sils maria","French",1997,6.6
"Rosewater ","Biography|Drama","Jon Stewart","Numan Acar","Claire Foy","Haluk Bilginer","Color","based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad","English",2014,6.6
"Severance ","Comedy|Horror|Thriller","Christopher Smith","Danny Dyer","Toby Stephens","Laura Harris","Color","blood splatter|eastern europe|female nudity|pine forest|team building","English",2006,6.6
"The Runaways ","Biography|Drama|Music","Floria Sigismondi","Kristen Stewart","Scout Taylor-Compton","Johnny Lewis","Color","band|box office flop|critically bashed|historically inaccurate|revisionist history","English",2010,6.6
"The Legend of Suriyothai ","Action|Adventure|Drama|History|War","Chatrichalerm Yukol","Sarunyu Wongkrachang","Chatchai Plengpanich","Mai Charoenpura","Color","16th century|burmese|invasion|queen|thailand","Thai",2001,6.6
"Opal Dream ","Drama|Family","Peter Cattaneo","Jacqueline McKenzie","Vince Colosimo","Peter Callan","Color","friend|girl|imaginary friend|outback|town","English",2006,6.6
